project,finding_id,forecaster_id,response
EERP,50,ykpdn,0.95
EERP,50,vlwo2,0.63
EERP,50,kk8wj,0.7
EERP,50,7x1t2,0.95
EERP,50,wyroz,0.92
EERP,50,wtxxj,0.91
EERP,50,rj8s0,0.98
EERP,50,266hs,0.43
EERP,50,5lbsr,0.85
EERP,50,l21cs,0.95
EERP,50,88vzp,0.75
EERP,50,vbqxr,0.99
EERP,50,lemzd,0.91
EERP,50,ruceh,0.9
EERP,50,js45m,0.8
EERP,50,7jef0,1
EERP,50,ywvqt,0.67
EERP,50,5m7hn,1
EERP,50,gbch9,0.99
EERP,50,59y4m,1
EERP,50,ly5x3,0.9
EERP,50,aj8zc,0.9
EERP,50,44zdk,0.9
EERP,50,p6f2i,0.8
EERP,50,4a1in,0.52
EERP,50,jfk5q,0.95
EERP,50,egtyj,0.82
EERP,50,bwufd,0.97
EERP,50,wp1m5,0.98
EERP,50,qfpj2,0.95
EERP,50,vosox,0.99
EERP,50,watco,0.91
EERP,50,bemte,1
EERP,50,q98gq,0.57
EERP,50,zzu4t,0.99
EERP,50,6lz3m,0.85
EERP,50,x7s2u,0.5
EERP,50,smtm9,1
EERP,50,sj9qf,1
EERP,50,tzfdu,0.7
EERP,50,y0jnb,1
EERP,50,jo8en,0.9
EERP,50,sqify,0.6
EERP,50,af83g,0.79
EERP,50,hrd7q,0.79
EERP,50,f4uab,0.75
EERP,50,kykt5,0.9
EERP,50,lmekq,0.9
EERP,50,eptbq,0.91
EERP,50,f5j17,0.29
EERP,50,66pax,0.92
EERP,51,twtx3,0.95
EERP,51,nkrxt,0.9
EERP,51,e55r1,0.92
EERP,51,73iw9,0.7
EERP,51,vseev,0.91
EERP,51,ojv3u,0.88
EERP,51,est70,0.88
EERP,51,hb6po,0.74
EERP,51,nnt7j,0.82
EERP,51,hzdfh,0.81
EERP,51,c83fe,0.9
EERP,51,xeawl,0.98
EERP,51,yq7o5,0.8
EERP,51,zxq2m,0.7
EERP,51,13omk,0.94
EERP,51,0wkm1,0.5
EERP,51,airhg,0.5
EERP,51,6tqus,0.71
EERP,51,e7jpl,0.91
EERP,51,srdyi,0.8
EERP,51,l1ny0,0.75
EERP,51,yy0tr,0.6
EERP,51,4wny8,0.9
EERP,51,640xv,0.9
EERP,51,1eumn,0.93
EERP,51,bsdm3,0.99
EERP,51,gxs8h,0.86
EERP,51,vs5rv,0.93
EERP,51,23y9y,0.79
EERP,51,1qxbc,0.96
EERP,51,wdbuu,0.81
EERP,51,ukv7m,0.85
EERP,51,abbm3,0.64
EERP,51,o5y8s,0.63
EERP,51,udano,0.81
EERP,51,n4yii,0.82
EERP,51,gl5by,0.93
EERP,51,t6684,0.83
EERP,51,4cyw6,0.85
EERP,51,w35h2,0.82
EERP,51,mth37,0.8
EERP,51,co9tj,0.7
EERP,51,kbyj8,0.85
EERP,51,3wyjd,0.8
EERP,51,li32o,0.9
EERP,51,yu80t,0.62
EERP,51,ykpdn,0.95
EERP,51,vlwo2,0.64
EERP,51,kk8wj,0.8
EERP,51,7x1t2,0.9
EERP,51,wyroz,0.88
EERP,51,wtxxj,0.94
EERP,51,rj8s0,0.8
EERP,51,266hs,0.61
EERP,51,5lbsr,0.69
EERP,51,l21cs,0.8
EERP,51,88vzp,0.85
EERP,51,vbqxr,0.91
EERP,51,lemzd,0.78
EERP,51,ruceh,0.85
EERP,51,js45m,0.87
EERP,51,7jef0,0.7
EERP,51,ywvqt,0.75
EERP,51,5m7hn,0.88
EERP,51,gbch9,0.9
EERP,51,59y4m,0.86
EERP,51,ly5x3,0.71
EERP,51,aj8zc,0.85
EERP,51,44zdk,0.7
EERP,51,p6f2i,0.9
EERP,51,4a1in,0.75
EERP,51,jfk5q,0.8
EERP,51,egtyj,0.71
EERP,51,bwufd,0.85
EERP,51,wp1m5,0.89
EERP,51,qfpj2,0.95
EERP,51,vosox,0.9
EERP,51,watco,0.82
EERP,51,bemte,0.93
EERP,51,q98gq,0.41
EERP,51,zzu4t,0.9
EERP,51,6lz3m,0.57
EERP,51,x7s2u,0.48
EERP,51,smtm9,0.92
EERP,51,sj9qf,0.99
EERP,51,tzfdu,0.6
EERP,51,y0jnb,0.99
EERP,51,jo8en,0.7
EERP,51,sqify,0.31
EERP,51,af83g,0.8
EERP,51,hrd7q,0.75
EERP,51,f4uab,0.74
EERP,51,kykt5,0.16
EERP,51,lmekq,0.95
EERP,51,eptbq,0.71
EERP,51,f5j17,0.65
EERP,51,66pax,0.37
EERP,52,twtx3,0.85
EERP,52,nkrxt,0.94
EERP,52,e55r1,0.91
EERP,52,73iw9,0.5
EERP,52,vseev,0.62
EERP,52,ojv3u,0.9
EERP,52,est70,0.7
EERP,52,hb6po,0.39
EERP,52,nnt7j,0.98
EERP,52,hzdfh,0.85
EERP,52,c83fe,0.5
EERP,52,xeawl,0.99
EERP,52,yq7o5,0.71
EERP,52,zxq2m,0.65
EERP,52,13omk,0.55
EERP,52,0wkm1,0.5
EERP,52,airhg,0.7
EERP,52,6tqus,0.66
EERP,52,e7jpl,0.88
EERP,52,srdyi,0.7
EERP,52,l1ny0,0.5
EERP,52,yy0tr,0.81
EERP,52,4wny8,0.65
EERP,52,640xv,0.95
EERP,52,1eumn,0.9
EERP,52,bsdm3,0.8
EERP,52,gxs8h,0.87
EERP,52,vs5rv,0.72
EERP,52,23y9y,0.7
EERP,52,1qxbc,0.7
EERP,52,wdbuu,0.85
EERP,52,ukv7m,0.82
EERP,52,abbm3,0.65
EERP,52,o5y8s,0.57
EERP,52,udano,0.98
EERP,52,n4yii,0.72
EERP,52,gl5by,0.94
EERP,52,t6684,0.8
EERP,52,4cyw6,0.7
EERP,52,w35h2,0.94
EERP,52,mth37,0.85
EERP,52,co9tj,0.8
EERP,52,kbyj8,0.8
EERP,52,3wyjd,0.8
EERP,52,li32o,0.88
EERP,52,yu80t,0.82
EERP,52,ykpdn,0.95
EERP,52,vlwo2,0.63
EERP,52,kk8wj,0.79
EERP,52,7x1t2,0.91
EERP,52,wyroz,0.61
EERP,52,wtxxj,0.87
EERP,52,rj8s0,0.85
EERP,52,266hs,0.41
EERP,52,5lbsr,0.7
EERP,52,l21cs,0.8
EERP,52,88vzp,0.7
EERP,52,vbqxr,0.88
EERP,52,lemzd,0.56
EERP,52,ruceh,0.9
EERP,52,js45m,0.63
EERP,52,7jef0,1
EERP,52,ywvqt,0.39
EERP,52,5m7hn,0.86
EERP,52,gbch9,0.91
EERP,52,59y4m,0.93
EERP,52,ly5x3,0.61
EERP,52,aj8zc,0.9
EERP,52,44zdk,0.8
EERP,52,p6f2i,0.7
EERP,52,4a1in,0.81
EERP,52,jfk5q,0.69
EERP,52,egtyj,0.79
EERP,52,bwufd,0.78
EERP,52,wp1m5,0.88
EERP,52,qfpj2,0.5
EERP,52,vosox,0.8
EERP,52,watco,0.84
EERP,52,bemte,0.7
EERP,52,q98gq,0.9
EERP,52,zzu4t,0.91
EERP,52,6lz3m,0.95
EERP,52,x7s2u,0.5
EERP,52,smtm9,0.74
EERP,52,sj9qf,0.99
EERP,52,tzfdu,0.6
EERP,52,y0jnb,0.95
EERP,52,jo8en,0.7
EERP,52,sqify,0.29
EERP,52,af83g,0.84
EERP,52,hrd7q,0.6
EERP,52,f4uab,0.69
EERP,52,kykt5,0.41
EERP,52,lmekq,0.75
EERP,52,eptbq,0.91
EERP,52,f5j17,0.46
EERP,52,66pax,0.41
EERP,53,twtx3,0.25
EERP,53,nkrxt,0.63
EERP,53,e55r1,0.75
EERP,53,73iw9,0.85
EERP,53,vseev,0.75
EERP,53,ojv3u,0.32
EERP,53,est70,0.64
EERP,53,hb6po,0.2
EERP,53,nnt7j,0.66
EERP,53,hzdfh,0.61
EERP,53,c83fe,0.4
EERP,53,xeawl,0.5
EERP,53,yq7o5,0.3
EERP,53,zxq2m,0.4
EERP,53,13omk,0.12
EERP,53,0wkm1,0.6
EERP,53,airhg,0.4
EERP,53,6tqus,0.5
EERP,53,e7jpl,0.79
EERP,53,srdyi,0.31
EERP,53,l1ny0,0.5
EERP,53,yy0tr,0.4
EERP,53,4wny8,0.5
EERP,53,640xv,0.6
EERP,53,1eumn,0.69
EERP,53,bsdm3,0.61
EERP,53,gxs8h,0.8
EERP,53,vs5rv,0.31
EERP,53,23y9y,0.44
EERP,53,1qxbc,0.3
EERP,53,wdbuu,0.3
EERP,53,ukv7m,0.75
EERP,53,abbm3,0.78
EERP,53,o5y8s,0.42
EERP,53,udano,0.85
EERP,53,n4yii,0.92
EERP,53,gl5by,0.3
EERP,53,t6684,0.45
EERP,53,4cyw6,0.5
EERP,53,w35h2,0.29
EERP,53,mth37,0.35
EERP,53,co9tj,0.8
EERP,53,kbyj8,0.7
EERP,53,3wyjd,0.8
EERP,53,li32o,0.89
EERP,53,yu80t,0.38
EERP,53,ykpdn,0.5
EERP,53,vlwo2,0.15
EERP,53,kk8wj,0.81
EERP,53,7x1t2,0.51
EERP,53,wyroz,0.39
EERP,53,wtxxj,0.65
EERP,53,rj8s0,0.65
EERP,53,266hs,0.66
EERP,53,5lbsr,0.25
EERP,53,l21cs,0.6
EERP,53,88vzp,0.7
EERP,53,vbqxr,0.78
EERP,53,lemzd,0.8
EERP,53,ruceh,0.7
EERP,53,js45m,0.2
EERP,53,7jef0,0.2
EERP,53,ywvqt,0.29
EERP,53,5m7hn,0.67
EERP,53,gbch9,0.8
EERP,53,59y4m,1
EERP,53,ly5x3,0.7
EERP,53,aj8zc,0.75
EERP,53,44zdk,0.3
EERP,53,p6f2i,0.75
EERP,53,4a1in,0.73
EERP,53,jfk5q,0.59
EERP,53,egtyj,0.14
EERP,53,bwufd,0.24
EERP,53,wp1m5,0.84
EERP,53,qfpj2,0.75
EERP,53,vosox,0.7
EERP,53,watco,0.6
EERP,53,bemte,0.76
EERP,53,q98gq,0.7
EERP,53,zzu4t,0.84
EERP,53,6lz3m,0.45
EERP,53,x7s2u,0.53
EERP,53,smtm9,0.67
EERP,53,sj9qf,0.3
EERP,53,tzfdu,0.5
EERP,53,y0jnb,0.6
EERP,53,jo8en,0.45
EERP,53,sqify,0.75
EERP,53,af83g,0.28
EERP,53,hrd7q,0.25
EERP,53,f4uab,0.61
EERP,53,kykt5,0.14
EERP,53,lmekq,0.8
EERP,53,eptbq,0
EERP,53,f5j17,0.46
EERP,53,66pax,0.52
EERP,54,twtx3,0.98
EERP,54,nkrxt,0.94
EERP,54,e55r1,0.99
EERP,54,73iw9,1
EERP,54,vseev,0.97
EERP,54,ojv3u,0.84
EERP,54,est70,0.96
EERP,54,hb6po,0.9
EERP,54,nnt7j,0.98
EERP,54,hzdfh,0.79
EERP,54,c83fe,0.9
EERP,54,xeawl,0.98
EERP,54,yq7o5,0.81
EERP,54,zxq2m,0.8
EERP,54,13omk,0.82
EERP,54,0wkm1,0.92
EERP,54,airhg,0.7
EERP,54,6tqus,0.8
EERP,54,e7jpl,0.82
EERP,54,srdyi,0.77
EERP,54,l1ny0,1
EERP,54,yy0tr,1
EERP,54,4wny8,0.95
EERP,54,640xv,0.99
EERP,54,1eumn,0.96
EERP,54,bsdm3,0.71
EERP,54,gxs8h,0.92
EERP,54,vs5rv,0.97
EERP,54,23y9y,0.39
EERP,54,1qxbc,0.81
EERP,54,wdbuu,0.96
EERP,54,ukv7m,0.91
EERP,54,abbm3,0.99
EERP,54,o5y8s,0.63
EERP,54,udano,0.8
EERP,54,n4yii,0.7
EERP,54,gl5by,0.96
EERP,54,t6684,0.99
EERP,54,4cyw6,0.8
EERP,54,w35h2,1
EERP,54,mth37,0.95
EERP,54,co9tj,0.8
EERP,54,kbyj8,0.95
EERP,54,3wyjd,0.79
EERP,54,li32o,0.95
EERP,54,yu80t,0.92
EERP,54,ykpdn,0.96
EERP,54,vlwo2,0.69
EERP,54,kk8wj,0.81
EERP,54,7x1t2,0.9
EERP,54,wyroz,0.6
EERP,54,wtxxj,0.45
EERP,54,rj8s0,0.95
EERP,54,266hs,0.22
EERP,54,5lbsr,0.67
EERP,54,l21cs,0.8
EERP,54,88vzp,0.9
EERP,54,vbqxr,0.95
EERP,54,lemzd,0.89
EERP,54,ruceh,0.9
EERP,54,js45m,0.26
EERP,54,7jef0,1
EERP,54,ywvqt,0.8
EERP,54,5m7hn,0.96
EERP,54,gbch9,0.95
EERP,54,59y4m,1
EERP,54,ly5x3,0.5
EERP,54,aj8zc,0.9
EERP,54,44zdk,0.9
EERP,54,p6f2i,0.8
EERP,54,4a1in,0.84
EERP,54,jfk5q,0.69
EERP,54,egtyj,0.81
EERP,54,bwufd,0.93
EERP,54,wp1m5,0.97
EERP,54,qfpj2,0.5
EERP,54,vosox,0.65
EERP,54,watco,0.92
EERP,54,bemte,1
EERP,54,q98gq,0.86
EERP,54,zzu4t,0.91
EERP,54,6lz3m,0.72
EERP,54,x7s2u,0.52
EERP,54,smtm9,1
EERP,54,sj9qf,0.99
EERP,54,tzfdu,0.8
EERP,54,y0jnb,1
EERP,54,jo8en,0.9
EERP,54,sqify,0.95
EERP,54,af83g,0.85
EERP,54,hrd7q,0.77
EERP,54,f4uab,0.75
EERP,54,kykt5,0.81
EERP,54,lmekq,0.85
EERP,54,eptbq,0.93
EERP,54,f5j17,0.15
EERP,54,66pax,0.86
EERP,55,twtx3,0.92
EERP,55,nkrxt,0.62
EERP,55,e55r1,0.91
EERP,55,73iw9,0.7
EERP,55,vseev,0.5
EERP,55,ojv3u,0.66
EERP,55,est70,0.78
EERP,55,hb6po,0.09
EERP,55,nnt7j,0.78
EERP,55,hzdfh,0.9
EERP,55,c83fe,0.8
EERP,55,xeawl,0.28
EERP,55,yq7o5,0.3
EERP,55,zxq2m,0.8
EERP,55,13omk,0.68
EERP,55,0wkm1,0.5
EERP,55,airhg,0.5
EERP,55,6tqus,0.6
EERP,55,e7jpl,0.75
EERP,55,srdyi,0.7
EERP,55,l1ny0,0.5
EERP,55,yy0tr,0.7
EERP,55,4wny8,0.75
EERP,55,640xv,0.95
EERP,55,1eumn,0.95
EERP,55,bsdm3,0.77
EERP,55,gxs8h,0.88
EERP,55,vs5rv,0.7
EERP,55,23y9y,0.78
EERP,55,1qxbc,0.92
EERP,55,wdbuu,0.81
EERP,55,ukv7m,0.5
EERP,55,abbm3,0.55
EERP,55,o5y8s,0.54
EERP,55,udano,0.92
EERP,55,n4yii,0.81
EERP,55,gl5by,0.92
EERP,55,t6684,0.68
EERP,55,4cyw6,0.7
EERP,55,w35h2,0.57
EERP,55,mth37,0.8
EERP,55,co9tj,0.6
EERP,55,kbyj8,0.85
EERP,55,3wyjd,0.8
EERP,55,li32o,0.9
EERP,55,yu80t,0.6
EERP,55,ykpdn,0.7
EERP,55,vlwo2,0.35
EERP,55,kk8wj,0.5
EERP,55,7x1t2,0.85
EERP,55,wyroz,0.78
EERP,55,wtxxj,0.77
EERP,55,rj8s0,0.9
EERP,55,266hs,0.54
EERP,55,5lbsr,0.69
EERP,55,l21cs,0.65
EERP,55,88vzp,0.85
EERP,55,vbqxr,0.85
EERP,55,lemzd,0.83
EERP,55,ruceh,0.85
EERP,55,js45m,0.76
EERP,55,7jef0,0.78
EERP,55,ywvqt,0.7
EERP,55,5m7hn,0.85
EERP,55,gbch9,0.9
EERP,55,59y4m,0.84
EERP,55,ly5x3,0.7
EERP,55,aj8zc,0.9
EERP,55,44zdk,0.9
EERP,55,p6f2i,0.9
EERP,55,4a1in,0.7
EERP,55,jfk5q,0.71
EERP,55,egtyj,0.24
EERP,55,bwufd,0.65
EERP,55,wp1m5,0.88
EERP,55,qfpj2,0.95
EERP,55,vosox,0.85
EERP,55,watco,0.79
EERP,55,bemte,1
EERP,55,q98gq,0.43
EERP,55,zzu4t,0.9
EERP,55,6lz3m,0.36
EERP,55,x7s2u,0.5
EERP,55,smtm9,0.71
EERP,55,sj9qf,0.98
EERP,55,tzfdu,0.5
EERP,55,y0jnb,0.7
EERP,55,jo8en,0.6
EERP,55,sqify,0.27
EERP,55,af83g,0.58
EERP,55,hrd7q,0.5
EERP,55,f4uab,0.73
EERP,55,kykt5,0.52
EERP,55,lmekq,0.7
EERP,55,eptbq,0.91
EERP,55,f5j17,0.6
EERP,55,66pax,0.5
EERP,56,twtx3,0.8
EERP,56,nkrxt,0.75
EERP,56,e55r1,0.97
EERP,56,73iw9,0.5
EERP,56,vseev,0.85
EERP,56,ojv3u,0.81
EERP,56,est70,0.92
EERP,56,hb6po,0.12
EERP,56,nnt7j,0.95
EERP,56,hzdfh,0.84
EERP,56,c83fe,0.5
EERP,56,xeawl,0.9
EERP,56,yq7o5,0.7
EERP,56,zxq2m,0.75
EERP,56,13omk,0.81
EERP,56,0wkm1,0.5
EERP,56,airhg,0.6
EERP,56,6tqus,0.57
EERP,56,e7jpl,0.91
EERP,56,srdyi,0.5
EERP,56,l1ny0,0.5
EERP,56,yy0tr,0.87
EERP,56,4wny8,0.65
EERP,56,640xv,0.95
EERP,56,1eumn,0.91
EERP,56,bsdm3,0.81
EERP,56,gxs8h,0.9
EERP,56,vs5rv,0.9
EERP,56,23y9y,0.39
EERP,56,1qxbc,0.8
EERP,56,wdbuu,0.8
EERP,56,ukv7m,0.86
EERP,56,abbm3,0.86
EERP,56,o5y8s,0.9
EERP,56,udano,0.85
EERP,56,n4yii,0.81
EERP,56,gl5by,0.93
EERP,56,t6684,0.7
EERP,56,4cyw6,0.8
EERP,56,w35h2,0.92
EERP,56,mth37,0.9
EERP,56,co9tj,0.6
EERP,56,kbyj8,0.9
EERP,56,3wyjd,0.8
EERP,56,li32o,0.86
EERP,56,yu80t,0.81
EERP,56,ykpdn,0.5
EERP,56,vlwo2,0.33
EERP,56,kk8wj,0.81
EERP,56,7x1t2,0.9
EERP,56,wyroz,0.7
EERP,56,wtxxj,0.98
EERP,56,rj8s0,0.9
EERP,56,266hs,0.65
EERP,56,5lbsr,0.67
EERP,56,l21cs,0.8
EERP,56,88vzp,0.8
EERP,56,vbqxr,0.91
EERP,56,lemzd,0.77
EERP,56,ruceh,0.8
EERP,56,js45m,0.97
EERP,56,7jef0,0.52
EERP,56,ywvqt,0.85
EERP,56,5m7hn,0.96
EERP,56,gbch9,0.8
EERP,56,59y4m,0.52
EERP,56,ly5x3,0.61
EERP,56,aj8zc,0.7
EERP,56,44zdk,0.5
EERP,56,p6f2i,0.7
EERP,56,4a1in,0.62
EERP,56,jfk5q,0.6
EERP,56,egtyj,0.65
EERP,56,bwufd,0.71
EERP,56,wp1m5,0.77
EERP,56,qfpj2,0.5
EERP,56,vosox,0.9
EERP,56,watco,0.88
EERP,56,bemte,0.85
EERP,56,q98gq,0.72
EERP,56,zzu4t,0.92
EERP,56,6lz3m,0.88
EERP,56,x7s2u,0.49
EERP,56,smtm9,0.97
EERP,56,sj9qf,0.99
EERP,56,tzfdu,0.6
EERP,56,y0jnb,1
EERP,56,jo8en,0.9
EERP,56,sqify,0.84
EERP,56,af83g,0.67
EERP,56,hrd7q,0.75
EERP,56,f4uab,0.83
EERP,56,kykt5,0.29
EERP,56,lmekq,0.9
EERP,56,eptbq,0.5
EERP,56,f5j17,0.4
EERP,56,66pax,0.5
EERP,57,twtx3,0.85
EERP,57,nkrxt,0.19
EERP,57,e55r1,0.74
EERP,57,73iw9,0.3
EERP,57,vseev,0.41
EERP,57,ojv3u,0.73
EERP,57,est70,0.46
EERP,57,hb6po,0.53
EERP,57,nnt7j,0.55
EERP,57,hzdfh,0.51
EERP,57,c83fe,0.7
EERP,57,xeawl,0.31
EERP,57,yq7o5,0.71
EERP,57,zxq2m,0.2
EERP,57,13omk,0.31
EERP,57,0wkm1,0.5
EERP,57,airhg,0.5
EERP,57,6tqus,0.67
EERP,57,e7jpl,0.8
EERP,57,srdyi,0.24
EERP,57,l1ny0,0.2
EERP,57,yy0tr,0.39
EERP,57,4wny8,0.8
EERP,57,640xv,0.5
EERP,57,1eumn,0.7
EERP,57,bsdm3,0.9
EERP,57,gxs8h,0.86
EERP,57,vs5rv,0.29
EERP,57,23y9y,0.54
EERP,57,1qxbc,0.95
EERP,57,wdbuu,0.6
EERP,57,ukv7m,0.67
EERP,57,abbm3,0.76
EERP,57,o5y8s,0.56
EERP,57,udano,0.6
EERP,57,n4yii,0.76
EERP,57,gl5by,0.29
EERP,57,t6684,0.6
EERP,57,4cyw6,0.65
EERP,57,w35h2,0.15
EERP,57,mth37,0.48
EERP,57,co9tj,0.7
EERP,57,kbyj8,0.75
EERP,57,3wyjd,0.81
EERP,57,li32o,0.9
EERP,57,yu80t,0.43
EERP,57,ykpdn,0.5
EERP,57,vlwo2,0.59
EERP,57,kk8wj,0.91
EERP,57,7x1t2,0.91
EERP,57,wyroz,0.79
EERP,57,wtxxj,0.28
EERP,57,rj8s0,0.7
EERP,57,266hs,0.6
EERP,57,5lbsr,0.41
EERP,57,l21cs,0.5
EERP,57,88vzp,0.8
EERP,57,vbqxr,0.6
EERP,57,lemzd,0.49
EERP,57,ruceh,0.7
EERP,57,js45m,0.11
EERP,57,7jef0,0
EERP,57,ywvqt,0.39
EERP,57,5m7hn,0.66
EERP,57,gbch9,0.91
EERP,57,59y4m,0.4
EERP,57,ly5x3,0.6
EERP,57,aj8zc,0.75
EERP,57,44zdk,0.1
EERP,57,p6f2i,0.6
EERP,57,4a1in,0.39
EERP,57,jfk5q,0.75
EERP,57,egtyj,0.27
EERP,57,bwufd,0.85
EERP,57,wp1m5,0.76
EERP,57,qfpj2,0.6
EERP,57,vosox,0.96
EERP,57,watco,0.82
EERP,57,bemte,0.7
EERP,57,q98gq,0.93
EERP,57,zzu4t,0.81
EERP,57,6lz3m,0.93
EERP,57,x7s2u,0.52
EERP,57,smtm9,0.75
EERP,57,sj9qf,0.3
EERP,57,tzfdu,0.5
EERP,57,y0jnb,0.1
EERP,57,jo8en,0.2
EERP,57,sqify,0.26
EERP,57,af83g,0.28
EERP,57,hrd7q,0.61
EERP,57,f4uab,0.87
EERP,57,kykt5,0.72
EERP,57,lmekq,0.6
EERP,57,eptbq,0.21
EERP,57,f5j17,0.68
EERP,57,66pax,0.37
EERP,58,twtx3,0.67
EERP,58,nkrxt,0.83
EERP,58,e55r1,0.81
EERP,58,73iw9,0.75
EERP,58,vseev,0.64
EERP,58,ojv3u,0.94
EERP,58,est70,0.6
EERP,58,hb6po,0.68
EERP,58,nnt7j,0.68
EERP,58,hzdfh,0.57
EERP,58,c83fe,0.4
EERP,58,xeawl,0.49
EERP,58,yq7o5,0.39
EERP,58,zxq2m,0.4
EERP,58,13omk,0.63
EERP,58,0wkm1,0.5
EERP,58,airhg,0.6
EERP,58,6tqus,0.71
EERP,58,e7jpl,0.88
EERP,58,srdyi,0.39
EERP,58,l1ny0,0.7
EERP,58,yy0tr,0.44
EERP,58,4wny8,0.5
EERP,58,640xv,0.9
EERP,58,1eumn,0.8
EERP,58,bsdm3,0.93
EERP,58,gxs8h,0.86
EERP,58,vs5rv,0.45
EERP,58,23y9y,0.31
EERP,58,1qxbc,0.95
EERP,58,wdbuu,0.61
EERP,58,ukv7m,0.25
EERP,58,abbm3,0.8
EERP,58,o5y8s,0.69
EERP,58,udano,0.86
EERP,58,n4yii,0.68
EERP,58,gl5by,0.91
EERP,58,t6684,0.83
EERP,58,4cyw6,0.75
EERP,58,w35h2,0.49
EERP,58,mth37,0.7
EERP,58,co9tj,0.7
EERP,58,kbyj8,0.85
EERP,58,3wyjd,0.8
EERP,58,li32o,0.87
EERP,58,yu80t,0.58
EERP,58,ykpdn,0.8
EERP,58,vlwo2,0.42
EERP,58,kk8wj,0.8
EERP,58,7x1t2,0.9
EERP,58,wyroz,0.71
EERP,58,wtxxj,0.61
EERP,58,rj8s0,0.8
EERP,58,266hs,0.56
EERP,58,5lbsr,0.47
EERP,58,l21cs,0.67
EERP,58,88vzp,0.75
EERP,58,vbqxr,0.81
EERP,58,lemzd,0.8
EERP,58,ruceh,0.85
EERP,58,js45m,0.25
EERP,58,7jef0,0.81
EERP,58,ywvqt,0.6
EERP,58,5m7hn,0.73
EERP,58,gbch9,0.7
EERP,58,59y4m,0.5
EERP,58,ly5x3,0.62
EERP,58,aj8zc,0.6
EERP,58,44zdk,0.3
EERP,58,p6f2i,0.9
EERP,58,4a1in,0.7
EERP,58,jfk5q,0.81
EERP,58,egtyj,0.26
EERP,58,bwufd,0.73
EERP,58,wp1m5,0.89
EERP,58,qfpj2,0.5
EERP,58,vosox,0.91
EERP,58,watco,0.84
EERP,58,bemte,0.73
EERP,58,q98gq,0.91
EERP,58,zzu4t,0.81
EERP,58,6lz3m,0.34
EERP,58,x7s2u,0.5
EERP,58,smtm9,0.92
EERP,58,sj9qf,0.3
EERP,58,tzfdu,0.5
EERP,58,y0jnb,0.9
EERP,58,jo8en,0.3
EERP,58,sqify,0.29
EERP,58,af83g,0.28
EERP,58,hrd7q,0.85
EERP,58,f4uab,0.86
EERP,58,kykt5,0.2
EERP,58,lmekq,0.55
EERP,58,eptbq,0.9
EERP,58,f5j17,0.63
EERP,58,66pax,0.7
SSRP,59,5mbpx,0.4
SSRP,59,wlsty,0.5
SSRP,59,k79ei,0.15
SSRP,59,97ull,0.05
SSRP,59,j3q1i,0.85
SSRP,59,wchjn,0.02
SSRP,59,s46jy,0.6
SSRP,59,cgdsn,0.65
SSRP,59,hy5ja,0.3
SSRP,59,r5031,0.7
SSRP,59,kfcna,0.5
SSRP,59,r6oh8,0
SSRP,59,vdqb0,0.6
SSRP,59,5xwpr,0.3
SSRP,59,mmv3l,0.4
SSRP,59,erjhq,0.55
SSRP,59,qm0gm,0.4
SSRP,59,5s7bn,0.4
SSRP,59,pjp6h,0.4
SSRP,59,gy0ie,0.3
SSRP,59,2jcaq,0.2
SSRP,59,izc5c,0.2
SSRP,59,urufq,0.25
SSRP,59,ee97z,0.2
SSRP,59,s97va,0.3
SSRP,59,0z4wi,0.2
SSRP,59,jn56z,0.6
SSRP,59,vbwya,0
SSRP,59,frt2z,0.1
SSRP,59,bxrmb,0.3
SSRP,59,sqldg,0
SSRP,59,eqnfs,0.6
SSRP,59,u7zv3,0.3
SSRP,59,yjz7o,0.2
SSRP,59,zzt29,0.2
SSRP,59,qgbpk,0.5
SSRP,59,ypm1y,0.96
SSRP,59,5fld8,0
SSRP,59,fl9ah,0.11
SSRP,59,btnol,0.1
SSRP,59,eoeok,0.2
SSRP,59,tkzxv,0.1
SSRP,59,0og2j,0.04
SSRP,59,haed4,0.1
SSRP,59,g8n26,0.1
SSRP,59,y0lyv,0.45
SSRP,59,spkhd,0.4
SSRP,59,4h77l,0.4
SSRP,59,7btnd,0.45
SSRP,59,vtvb7,0.1
SSRP,59,wbed5,0.4
SSRP,59,tgzdw,0
SSRP,59,4nh2c,0
SSRP,59,4umt5,0.02
SSRP,59,tkbul,0.15
SSRP,59,losij,0.2
SSRP,59,omoug,0
SSRP,59,f23fr,0
SSRP,59,qwfsh,0.1
SSRP,59,pfec7,0.1
SSRP,59,s5z05,0.1
SSRP,59,28f6b,0.3
SSRP,59,f152z,0.5
SSRP,59,9iil2,0.43
SSRP,59,xvnuv,0.2
SSRP,59,jwuup,0.2
SSRP,59,r5czn,0.5
SSRP,59,7ft4w,0.6
SSRP,59,u9kwx,0.95
SSRP,59,v36tc,0.4
SSRP,59,2p7b8,0.5
SSRP,59,e1qr0,0
SSRP,59,kcuzg,0
SSRP,59,pkwmc,0.6
SSRP,59,gqynj,0.05
SSRP,59,7wm45,0.4
SSRP,59,wuptu,0
SSRP,59,t70fm,0.08
SSRP,59,1p1jk,0.1
SSRP,59,2emyc,0.4
SSRP,59,4wli9,0.02
SSRP,59,c8p9d,0.25
SSRP,59,j19tr,0.4
SSRP,59,8dcys,0.2
SSRP,59,xgod5,0.3
SSRP,59,7g4ha,0.03
SSRP,59,wnds2,0.15
SSRP,59,6iaym,0
